Field,LocalizationKey,English,TemplateCount,Categories,Templates
name,ItemTemplate_Alchemy_BlessingOfSarras,Blessing in a Bottle,1,potion,ItemTemplate_Alchemy_SoS_BlessingOfSarrasInABottle
name,Template/itemName_2543871262668956605_1f3bc2d6162840e46b540e4b7eaf9561,Slowfall Potion,1,potion,ItemTemplate_Alchemy_SlowfallPotion
name,Template/itemName_2543871262668956605_590758b136a36284cb09c6b2a745124c,Blood Sucker Potion,1,potion,ItemTemplate_Alchemy_BloodSuckerPotion
name,Template/itemName_2543871262668956605_5919764dc15c915479a90f05032a273f,Trickshot Potion,1,potion,ItemTemplate_Alchemy_TrickshotPotion
name,Template/itemName_2543871262668956605_7204b60d209ea2b4a86dfce59491295f,Rabbit Juice,1,potion,ItemTemplate_Alchemy_RabbitJuice
name,Template/itemName_2543871262668956605_7e804de1e6fcd5443b2a275f638aae5b,Leaper Potion,1,potion,ItemTemplate_Alchemy_LeaperPotion
name,Template/itemName_2543871262668956605_8699b0ce8312f12449558fea636b8878,Heber's Elixir,1,potion,ItemTemplate_ItemStory_HoS_HebersElixir
name,Template/itemName_2543871262668956605_a5c85c299664eb949bcb9bcee35d8eb3,Hunter’s Luck Potion,1,potion,ItemTemplate_Alchemy_HuntersLuckPotion
name,Template/itemName_2543871262668956605_a68c02cd0c5ef4d4aa16535f37a7b908,Swift Hands,1,potion,ItemTemplate_Alchemy_SwiftHands
name,Template/itemName_2543871262668956605_ad1f47807374b614ab4fa638b54e96ff,Thorny Potion,1,potion,ItemTemplate_Alchemy_ThornyPotion
name,Template/itemName_2543871262668956605_b59e35fc64567bd40b36dbd7a97ef979,Precision Potion,1,potion,ItemTemplate_Alchemy_PrecisionPotion
name,Template/itemName_2543871262668956605_ec695d600e5b37143a2adce4da531809,Plentiful Resource Potion,1,potion,ItemTemplate_Alchemy_PlentifulResourcePotion
name,Template/itemName_2543871262668956605_eebf3b56fa783d44398471d9a64b31bb,Stagfather’s Tonic,1,potion,ItemTemplate_Alchemy_StagfathersTonic
name,Template/itemName_2543871262668956605_eee12d0c959352b4bbd32c39a77cbe67,Concoction for a Curse,1,potion,ItemTemplate_ItemStory_CT_MaggotTposeElixir
name,Template/itemName_2543871262668956605_f344a1665c1fc144db60455080ed1d6d,The Strongest Potion,1,potion,ItemTemplate_Alchemy_TheStrongestPotion
name,item_ElixirOfYouth,Elixir of Youth,1,potion,ItemTemplate_Alchemy_ElixirOfYouth
name,item_consumable_EtherbloomScramble,Heiko’s Crumble,1,food,ItemTemplate_Consumable_Quest_EtherbloomCrumble
name,item_consumable_GreatMistake,Great Mistake,1,food,ItemTemplate_Consumable_Quest_GreatMistake
name,item_crafing_alchemy_animalcomponent_HealingButterfly,Healing Butterfly,1,food,ItemTemplate_Crafting_Alchemy_HealingButterfly
name,item_crafting_alchemy_EvilEye,Evil Eye,1,food,ItemTemplate_CrazyConsumable_EvilEye
name,item_crafting_alchemy_SnailSlime,Snail Slime,1,food,ItemTemplate_Crafting_Alchemy_SnailSlime
name,item_crafting_alchemy_UmbilicalCord,Umbilical Cord,1,food,ItemTemplate_Crafting_Alchemy_UmbilicalCord
name,item_crafting_alchemy_living_Brain_Normal,Brain,1,food,ItemTemplate_Crafting_Alchemy_Brain
name,item_crafting_alchemy_living_Heart_Normal,Heart,1,food,ItemTemplate_Crafting_Alchemy_Heart
name,item_crafting_alchemy_living_MonsterBrain_Normal,Monster Brain,1,food,ItemTemplate_Crafting_Alchemy_MonsterBrain
name,item_crafting_cooking_food_Ale,Ale,1,food,ItemTemplate_Crafting_Alchemy_Ale
name,item_crafting_cooking_food_Algae,Algae,1,food,ItemTemplate_Crafting_Cooking_Algae
name,item_crafting_cooking_food_Apple,Apple,1,food,ItemTemplate_Crafting_Cooking_Apple
name,item_crafting_cooking_food_BeefMeat,Beef,1,food,ItemTemplate_Crafting_Cooking_Beef
name,item_crafting_cooking_food_Bloodclot,Bloodclot,1,food,ItemTemplate_Crafting_Alchemy_Bloodclot
name,item_crafting_cooking_food_Blueberry,Blueberry,1,food,ItemTemplate_Crafting_Cooking_Blueberry
name,item_crafting_cooking_food_Brittlegill ,Brittlegill,1,food,ItemTemplate_Crafting_Alchemy_Brittlegill
name,item_crafting_cooking_food_BurdockRoot,Burdock Root,1,food,ItemTemplate_Crafting_Alchemy_BurdockRoot
name,item_crafting_cooking_food_Butter,Butter,1,food,ItemTemplate_Crafting_Cooking_Butter
name,item_crafting_cooking_food_Cabbage,Cabbage,1,food,ItemTemplate_Crafting_Cooking_Cabbage
name,item_crafting_cooking_food_CanineMeat,Canine Meat,1,food,ItemTemplate_Crafting_Cooking_CanineMeat
name,item_crafting_cooking_food_Carnation,Carnation,1,food,ItemTemplate_Crafting_Alchemy_Carnation
name,item_crafting_cooking_food_Carrot,Carrot,1,food,ItemTemplate_Crafting_Cooking_Carrot
name,item_crafting_cooking_food_Chanterelle,Chanterelle,1,food,ItemTemplate_Crafting_Alchemy_Chanterelle
name,item_crafting_cooking_food_CheesePiece,Cheese,1,food,ItemTemplate_Crafting_Cooking_Cheese
name,item_crafting_cooking_food_Crab,Crab,1,food,ItemTemplate_Crafting_Cooking_Crab
name,item_crafting_cooking_food_Daffodil,Daffodil,1,food,ItemTemplate_Crafting_Alchemy_Daffodil
name,item_crafting_cooking_food_DevilsSnare,Devils Snare,1,food,ItemTemplate_Crafting_Alchemy_DevilsSnare
name,item_crafting_cooking_food_Egg,Egg,1,food,ItemTemplate_Crafting_Cooking_Egg
name,item_crafting_cooking_food_Etherbloom,Etherbloom,1,food,ItemTemplate_Crafting_Alchemy_Etherbloom
name,item_crafting_cooking_food_FishEye,Fish Eye,2,food,ItemTemplate_Crafting_Alchemy_FishEye | ItemTemplate_Crafting_Alchemy_FishEye 1
name,item_crafting_cooking_food_FishGeneric,Fish Fillet,1,food,ItemTemplate_Crafting_Cooking_FishGeneric
name,item_crafting_cooking_food_Flour,Flour,1,food,ItemTemplate_Crafting_Cooking_Flour
name,item_crafting_cooking_food_Garlic,Garlic,1,food,ItemTemplate_Crafting_Cooking_Garlic
name,item_crafting_cooking_food_Groats,Groats,1,food,ItemTemplate_Crafting_Cooking_Groats
name,item_crafting_cooking_food_Honey,Honey,1,food,ItemTemplate_Crafting_Cooking_Honey
name,item_crafting_cooking_food_KingTrumpet,King Trumpet,1,food,ItemTemplate_Crafting_Alchemy_KingTrumpet
name,item_crafting_cooking_food_Lettuce,Lettuce,1,food,ItemTemplate_Crafting_Cooking_Lettuce
name,item_crafting_cooking_food_Mandrake,Mandrake,1,food,ItemTemplate_Crafting_Alchemy_Mandrake
name,item_crafting_cooking_food_Milk,Milk,1,food,ItemTemplate_Crafting_Cooking_Milk
name,item_crafting_cooking_food_Milkweed,Milkweed,1,food,ItemTemplate_Crafting_Alchemy_Milkweed
name,item_crafting_cooking_food_Mistletoe,Mistletoe,1,food,ItemTemplate_Crafting_Alchemy_Mistletoe
name,item_crafting_cooking_food_MonsterBlood,Monster Blood,1,food,ItemTemplate_Crafting_Alchemy_MonsterBlood
name,item_crafting_cooking_food_MysteriousSeeds,Mysterious Seeds,1,food,ItemTemplate_Crafting_Cooking_MysteriousSeeds
name,item_crafting_cooking_food_Oats,Oats,1,food,ItemTemplate_Crafting_Cooking_Oats
name,item_crafting_cooking_food_Onion,Onion,1,food,ItemTemplate_Crafting_Cooking_Onion
name,item_crafting_cooking_food_Parsley,Parsley,1,food,ItemTemplate_Crafting_Cooking_Parsley
name,item_crafting_cooking_food_PennyBun,Penny Bun,1,food,ItemTemplate_Crafting_Alchemy_PennyBun
name,item_crafting_cooking_food_Peppermint,Peppermint,1,food,ItemTemplate_Crafting_Alchemy_Peppermint
name,item_crafting_cooking_food_Pork,Pork,1,food,ItemTemplate_Crafting_Cooking_Pork
name,item_crafting_cooking_food_Potato,Potato,1,food,ItemTemplate_Crafting_Cooking_Potato
name,item_crafting_cooking_food_Poultry,Poultry,1,food,ItemTemplate_Crafting_Cooking_Poultry
name,item_crafting_cooking_food_Raspberry,Raspberry,1,food,ItemTemplate_Crafting_Cooking_Raspberry
name,item_crafting_cooking_food_Rose,Rose,1,food,ItemTemplate_Crafting_Alchemy_Rose
name,item_crafting_cooking_food_Rosemary,Rosemary,1,food,ItemTemplate_Crafting_Alchemy_Rosemary
name,item_crafting_cooking_food_Sage,Sage,1,food,ItemTemplate_Crafting_Alchemy_Sage
name,item_crafting_cooking_food_Seaweed,Seaweed,1,food,ItemTemplate_Crafting_Cooking_Seaweed
name,item_crafting_cooking_food_SheepsHead,Sheep's Head,1,food,ItemTemplate_Crafting_Alchemy_SheepsHead
name,item_crafting_cooking_food_SpoiledMeat,Spoiled Meat,1,food,ItemTemplate_Crafting_Alchemy_SpoiledMeat
name,item_crafting_cooking_food_StrangeToe,Strange Toe,1,food,ItemTemplate_Crafting_Alchemy_StrangeToe
name,item_crafting_cooking_food_SweetTooth,Sweet Tooth,1,food,ItemTemplate_Crafting_Alchemy_SweetTooth
name,item_crafting_cooking_food_Tomato,Tomato,1,food,ItemTemplate_Crafting_Cooking_Tomato
name,item_crafting_cooking_food_Venison,Venison,1,food,ItemTemplate_Crafting_Cooking_Venison
name,item_crafting_cooking_food_WhiteButton,White Button,1,food,ItemTemplate_Crafting_Alchemy_WhiteButton
name,item_crafting_cooking_food_Wolfsbane,Wolfsbane,1,food,ItemTemplate_Crafting_Alchemy_Wolfsbane
name,item_crafting_cooking_food_WyrdVenison,Wyrd Venison,1,food,ItemTemplate_Crafting_Cooking_WyrdVenison
name,item_crafting_cooking_food_Wyrdmeat,Wyrdmeat,1,food,ItemTemplate_Crafting_Alchemy_Wyrdmeat
name,item_crafting_cooking_food_Wyrdplasm,Wyrdplasm,1,food,ItemTemplate_Crafting_Alchemy_Wyrdplasm
name,item_craftingresults_alchemy_AgileHunter,Agile Hunter,1,potion,ItemTemplate_Alchemy_AgileHunter
name,item_craftingresults_alchemy_AmbiguousBlessingsPotion,Ambiguous Blessings Potion,1,potion,ItemTemplate_Alchemy_AmbiguousBlessingsPotion
name,item_craftingresults_alchemy_AntiAgingMedicine,Anti-Aging Medicine,1,potion,ItemTemplate_Alchemy_AntiAgingMedicine
name,item_craftingresults_alchemy_Antidote,Antidote,1,potion,ItemTemplate_Alchemy_Antidote
name,item_craftingresults_alchemy_AromaticRemedy,Aromatic Remedy,1,potion,ItemTemplate_Alchemy_AromaticRemedy
name,item_craftingresults_alchemy_BloodcurdlingReagent,Bloodcurdling Reagent,1,potion,ItemTemplate_Alchemy_BloodcurdlingReagent
name,item_craftingresults_alchemy_BoundHeart,Bound Heart,1,potion,ItemTemplate_Alchemy_BoundHeart
name,item_craftingresults_alchemy_CallersGrace,Caller’s Grace,1,potion,ItemTemplate_Alchemy_CallersGrace
name,item_craftingresults_alchemy_CerebroSpinalWater,Cerebro-Spinal Water,1,potion,ItemTemplate_Alchemy_CerebroSpinalWater
name,item_craftingresults_alchemy_Chaga,Chaga,1,potion,ItemTemplate_Alchemy_Chaga
name,item_craftingresults_alchemy_CorrosiveBlood,Corrosive Blood,1,potion,ItemTemplate_Alchemy_CorrosiveBlood
name,item_craftingresults_alchemy_CrimsonbaneVenom,Crimsonbane Venom,1,potion,ItemTemplate_Alchemy_CrimsonbaneVenom
name,item_craftingresults_alchemy_DangerousMixture,Dangerous Mixture,1,potion,ItemTemplate_Alchemy_DangerousMixture
name,item_craftingresults_alchemy_DesolateOnesConsolation,Desolate One's Consolation,1,potion,ItemTemplate_Alchemy_DesolateOnesConsolation
name,item_craftingresults_alchemy_DigestionTincture,Digestion Tincture,1,potion,ItemTemplate_Alchemy_DigestionTincture
name,item_craftingresults_alchemy_DisgustingHealthPotion,Disgusting Health Potion,1,potion,ItemTemplate_Alchemy_DisgustingHealthPotion
name,item_craftingresults_alchemy_DraughtofParalysis,Draught of Paralysis,1,potion,ItemTemplate_Alchemy_DraughtofParalysis
name,item_craftingresults_alchemy_DreadfulMush,Dreadful Mush,1,potion,ItemTemplate_Alchemy_DreadfulMush
name,item_craftingresults_alchemy_DruidsFriend,Druid's Friend,1,potion,ItemTemplate_Alchemy_DruidsFriend
name,item_craftingresults_alchemy_DruidsTincture,Druid's Tincture,1,potion,ItemTemplate_Alchemy_DruidsTincture
name,item_craftingresults_alchemy_DrunkWolf,Drunk Wolf,1,potion,ItemTemplate_Alchemy_DrunkWolf
name,item_craftingresults_alchemy_ElixirOfFastWalking,Elixir of Fast Walking,1,potion,ItemTemplate_Alchemy_ElixirOfFastWalking
name,item_craftingresults_alchemy_EssenceOfCold,Essence of Cold,1,potion,ItemTemplate_Alchemy_EssenceOfCold
name,item_craftingresults_alchemy_EssenceOfFire,Essence of Fire,1,potion,ItemTemplate_Alchemy_EssenceOfFire
name,item_craftingresults_alchemy_FaerieMush,Faerie Mush,1,potion,ItemTemplate_Alchemy_FaerieMush
name,item_craftingresults_alchemy_Fireball,Fireball,1,potion,ItemTemplate_Alchemy_Fireball
name,item_craftingresults_alchemy_FireintheBelly,Fire in the Belly,1,potion,ItemTemplate_Alchemy_FireintheBelly
name,item_craftingresults_alchemy_FortifyingBeverage,Fortifying Beverage,1,potion,ItemTemplate_Alchemy_FortifyingBeverage
name,item_craftingresults_alchemy_GardenersTonic,Gardener's Tonic,1,potion,ItemTemplate_Alchemy_GardenersTonic
name,item_craftingresults_alchemy_GrandmasPowermilk,Grandma's Powermilk,1,food,ItemTemplate_Cooking_Custom_GrandmasPowermilk
name,item_craftingresults_alchemy_GreatHealthPotion,Great Health Potion,1,potion,ItemTemplate_Alchemy_GreatHealthPotion
name,item_craftingresults_alchemy_GreatManaPotion,Great Mana Potion,1,potion,ItemTemplate_Alchemy_GreatManaPotion
name,item_craftingresults_alchemy_GreaterStagfatherBrew,Greater Stagfather Brew,1,potion,ItemTemplate_Alchemy_GreaterStagfatherBrew
name,item_craftingresults_alchemy_GrindylowsWits,Grindylow's Wits,1,potion,ItemTemplate_Alchemy_GrindylowsWits
name,item_craftingresults_alchemy_HangmansBlood,Hangman's Blood,1,potion,ItemTemplate_Alchemy_HangmansBlood
name,item_craftingresults_alchemy_HangmansFruitDecoction,Hangman's Fruit Decoction,1,potion,ItemTemplate_Alchemy_HangmansFruitDecoction
name,item_craftingresults_alchemy_HealingTincture,Healing Tincture,1,potion,ItemTemplate_Alchemy_HealingTincture
name,item_craftingresults_alchemy_HealthPotion,Health Potion,1,potion,ItemTemplate_Alchemy_HealthPotion
name,item_craftingresults_alchemy_Heartburn,Heartburn,1,potion,ItemTemplate_Alchemy_Heartburn
name,item_craftingresults_alchemy_HeavyHeart,Heavy Heart,1,potion,ItemTemplate_Alchemy_HeavyHeart
name,item_craftingresults_alchemy_InnerFire,Inner Fire,1,potion,ItemTemplate_Alchemy_InnerFire
name,item_craftingresults_alchemy_IronBack,Iron Back,1,potion,ItemTemplate_Alchemy_IronBack
name,item_craftingresults_alchemy_IronBlood,Iron Blood,1,potion,ItemTemplate_Alchemy_IronBlood
name,item_craftingresults_alchemy_IronWillPhilter,Iron Will Philter,1,potion,ItemTemplate_Alchemy_IronWillPhilter
name,item_craftingresults_alchemy_KeenEye,Keen Eye,1,potion,ItemTemplate_Alchemy_KeenEye
name,item_craftingresults_alchemy_LastDitchEffort,Last-Ditch Effort,1,potion,ItemTemplate_Alchemy_LastDitchEffort
name,item_craftingresults_alchemy_LastStand,Last Stand,1,potion,ItemTemplate_Alchemy_LastStand
name,item_craftingresults_alchemy_LiquidConcussion,Liquid Concussion,1,potion,ItemTemplate_Alchemy_LiquidConcussion
name,item_craftingresults_alchemy_LiquidGrace,Liquid Grace,1,potion,ItemTemplate_Alchemy_LiquidGrace
name,item_craftingresults_alchemy_LivingFlesh,Living Flesh,1,potion,ItemTemplate_Alchemy_LivingFlesh
name,item_craftingresults_alchemy_LovingWitchBrew,Loving Witch Brew,1,potion,ItemTemplate_Alchemy_LovingWitchBrew
name,item_craftingresults_alchemy_MadDog,Mad Dog,1,potion,ItemTemplate_Alchemy_MadDog
name,item_craftingresults_alchemy_ManaElixir,Mana Elixir,1,potion,ItemTemplate_Alchemy_ManaElixir
name,item_craftingresults_alchemy_ManaPotion,Mana Potion,1,potion,ItemTemplate_Alchemy_ManaPotion
name,item_craftingresults_alchemy_MerlinsStrength,Merlin's Strength,1,potion,ItemTemplate_Alchemy_MerlinsStrength
name,item_craftingresults_alchemy_MindOverMatter,Mind Over Matter,1,potion,ItemTemplate_Alchemy_MindOverMatter
name,item_craftingresults_alchemy_MonsterDialysisTonic,Monster Dialysis Tonic,1,potion,ItemTemplate_Alchemy_MonsterDialysisTonic
name,item_craftingresults_alchemy_MonstrousDebris,Monstrous Debris,1,potion,ItemTemplate_Alchemy_MonstrousDebris
name,item_craftingresults_alchemy_MouthfulofBlood,Mouthful of Blood,1,potion,ItemTemplate_Alchemy_MouthfulofBlood
name,item_craftingresults_alchemy_MuteFiend,Mute Fiend,1,potion,ItemTemplate_Alchemy_MuteFiend
name,item_craftingresults_alchemy_NewbornBliss,Newborn Bliss,1,potion,ItemTemplate_Alchemy_NewbornBliss
name,item_craftingresults_alchemy_NoxiousSeaEye,Noxious Sea Eye,1,potion,ItemTemplate_Alchemy_NoxiousSeaEye
name,item_craftingresults_alchemy_OBraonainRoots,Ó Braonáin Roots,1,potion,ItemTemplate_Alchemy_OBraonainRoots
name,item_craftingresults_alchemy_OgresStrength,Ogre's Strength,1,potion,ItemTemplate_Alchemy_OgresStrength
name,item_craftingresults_alchemy_OozingVapors,Oozing Vapors,1,potion,ItemTemplate_Alchemy_OozingVapors
name,item_craftingresults_alchemy_OrderlyTincture,Orderly Tincture,1,potion,ItemTemplate_Alchemy_OrderlyTincture
name,item_craftingresults_alchemy_PoisonousCoating,Poisonous Coating,1,potion,ItemTemplate_Alchemy_PoisonousCoating
name,item_craftingresults_alchemy_PowderofSympathy,Powder of Sympathy,1,potion,ItemTemplate_Alchemy_PowderofSympathy
name,item_craftingresults_alchemy_PromiseofSpring,Promise of Spring,1,potion,ItemTemplate_Alchemy_PromiseofSpring
name,item_craftingresults_alchemy_PromiseofStorm,Promise of Storm,1,potion,ItemTemplate_Alchemy_PromiseofStorm
name,item_craftingresults_alchemy_RapidShooterMixture,Rapid Shooter‘s Mixture,1,potion,ItemTemplate_Alchemy_RapidShooterMixture
name,item_craftingresults_alchemy_ReasonandSoul,Reason and Soul,1,potion,ItemTemplate_Alchemy_ReasonandSoul
name,item_craftingresults_alchemy_RejuvenationPotion,Rejuvenation Potion,1,potion,ItemTemplate_Alchemy_RejuvenationPotion
name,item_craftingresults_alchemy_ResidueStrength,Residue Strength,1,potion,ItemTemplate_Alchemy_ResidueStrength
name,item_craftingresults_alchemy_RustbaneBrew,Rustbane Brew,1,potion,ItemTemplate_Alchemy_RustbaneBrew
name,item_craftingresults_alchemy_SacredConcoction,Sacred Concoction,1,potion,ItemTemplate_Alchemy_SacredConcoction
name,item_craftingresults_alchemy_SacredElixir,Sacred Elixir,1,potion,ItemTemplate_Alchemy_SacredElixir
name,item_craftingresults_alchemy_SarrasBetterHealth,Kelp Decoction,1,potion,ItemTemplate_Alchemy_SoS_KelpDecoctionBetterHealth
name,item_craftingresults_alchemy_SarrasBetterMana,Luminous Seawater,1,potion,ItemTemplate_Alchemy_SoS_LuminousSeawaterBetterMana
name,item_craftingresults_alchemy_SarrasHealth,Kelp Infusion,1,potion,ItemTemplate_Alchemy_SoS_KelpInfusionHealth
name,item_craftingresults_alchemy_SarrasMana,Sparkling Seawater,1,potion,ItemTemplate_Alchemy_SoS_SparklingSeawaterMana
name,item_craftingresults_alchemy_SarrasManaElixir,Head Above Water,1,potion,ItemTemplate_Alchemy_SoS_HeadAboveWaterManaPercent
name,item_craftingresults_alchemy_SarrasMaxHealth,Mind Like Water,1,potion,ItemTemplate_Alchemy_SoS_MindLikeWaterMaxHealth
name,item_craftingresults_alchemy_SarrasMaxMana,Sound as a Bell,1,potion,ItemTemplate_Alchemy_SoS_SoundAsABellMaxMana
name,item_craftingresults_alchemy_SarrasMaxStamina,Full Sail,1,potion,ItemTemplate_Alchemy_SoS_FullSailMaxStamina
name,item_craftingresults_alchemy_SarrasPercentHealth,Sea Legs Brew,1,potion,ItemTemplate_Alchemy_SoS_SeaLegsBrewHealthPercent
name,item_craftingresults_alchemy_Serenity,Serenity,1,potion,ItemTemplate_Alchemy_Serenity
name,item_craftingresults_alchemy_SilentDraught,Silent Draught,1,potion,ItemTemplate_Alchemy_SilentDraught
name,item_craftingresults_alchemy_SmallHealthPotion,Small Health Potion,1,potion,ItemTemplate_Alchemy_SmallHealthPotion
name,item_craftingresults_alchemy_SmallManaPotion,Small Mana Potion,1,potion,ItemTemplate_Alchemy_SmallManaPotion
name,item_craftingresults_alchemy_SmallStaminaPotion,Small Stamina Potion,1,food,ItemTemplate_Alchemy_SmallStaminaPotion
name,item_craftingresults_alchemy_SneakyFishermansDraught,Sneaky Fisherman's Draught,1,potion,ItemTemplate_Alchemy_SneakyFishermansDraught
name,item_craftingresults_alchemy_SoothingBalm,Soothing Balm,1,potion,ItemTemplate_Alchemy_SoothingBalm
name,item_craftingresults_alchemy_StagfatherBrew,Stagfather Brew,1,potion,ItemTemplate_Alchemy_StagfatherBrew
name,item_craftingresults_alchemy_Stomachic,Stomachic,2,potion,ItemTemplate_Alchemy_Stomachic | ItemTemplate_Alchemy_StomachicSecondVariant
name,item_craftingresults_alchemy_StrongHealingTincture,Strong Healing Tincture,1,potion,ItemTemplate_Alchemy_StrongHealingTincture
name,item_craftingresults_alchemy_StrongHealthPotion,Strong Health Potion,1,potion,ItemTemplate_Alchemy_StrongHealthPotion
name,item_craftingresults_alchemy_StrongManaPotion,Strong Mana Potion,1,potion,ItemTemplate_Alchemy_StrongManaPotion
name,item_craftingresults_alchemy_SwiftSteps,Swift Steps,1,potion,ItemTemplate_Alchemy_SwiftSteps
name,item_craftingresults_alchemy_TaintedRoseWater,Tainted Rose Water,1,potion,ItemTemplate_Alchemy_TaintedRoseWater
name,item_craftingresults_alchemy_TangledThoughts,Tangled Thoughts,1,potion,ItemTemplate_Alchemy_TangledThoughts
name,item_craftingresults_alchemy_TenaciousArcher,Tenacious Archer,1,potion,ItemTemplate_Alchemy_TenaciousArcher
name,item_craftingresults_alchemy_TheDiscreetRemedy,The Discreet Remedy,1,potion,ItemTemplate_Alchemy_SoS_Quest_TheDiscreetRemedy
name,item_craftingresults_alchemy_TheudTribesGuide,Theud Tribe's Guide,1,potion,ItemTemplate_Alchemy_TheudTribesGuide
name,item_craftingresults_alchemy_ThirdEye,Third Eye,1,potion,ItemTemplate_Alchemy_ThirdEye
name,item_craftingresults_alchemy_ThrillSeekersBrew,Thrill-Seeker's Brew,1,potion,ItemTemplate_Alchemy_ThrillSeekersBrew
name,item_craftingresults_alchemy_TongueTwister,Tongue Twister,1,potion,ItemTemplate_Alchemy_TongueTwister
name,item_craftingresults_alchemy_ToothacheRemedy,Toothache Remedy,1,potion,ItemTemplate_Alchemy_ToothacheRemedy
name,item_craftingresults_alchemy_ToxicRelationship,Toxic Relationship,1,potion,ItemTemplate_Alchemy_ToxicRelationship
name,item_craftingresults_alchemy_Trash,Botched Potion,1,potion,ItemTemplate_Alchemy_ZZZ_Trash
name,item_craftingresults_alchemy_UlfrTribesSpecialBrew,Ùlfr Tribe's Special Brew,1,potion,ItemTemplate_Alchemy_UlfrTribesSpecialBrew
name,item_craftingresults_alchemy_UnderwaterPotion,Gills of the Deep,1,potion,ItemTemplate_Alchemy_SoS_GillsOfTheDeepUnderwater
name,item_craftingresults_alchemy_Vertigo,Vertigo,1,potion,ItemTemplate_Alchemy_Vertigo
name,item_craftingresults_alchemy_VigorTea,Vigor Tea,1,potion,ItemTemplate_Alchemy_VigorTea
name,item_craftingresults_alchemy_ViscousElixir,Viscous Elixir,1,potion,ItemTemplate_Alchemy_ViscousElixir
name,item_craftingresults_alchemy_WildvinePulp,Wildvine Pulp,1,potion,ItemTemplate_Alchemy_WildvinePulp
name,item_craftingresults_alchemy_WitheringPoison,Withering Poison,1,potion,ItemTemplate_Alchemy_WitheringPoison
name,item_craftingresults_alchemy_WolfHunger,Wolf Hunger,1,potion,ItemTemplate_Alchemy_WolfHunger
name,item_craftingresults_alchemy_Wyrdsublime,Wyrdsublime,1,potion,ItemTemplate_Alchemy_Wyrdsublime
name,item_craftingresults_alchemy_beesnectar,Bee Nectar,1,potion,ItemTemplate_Alchemy_BeesNectar
name,item_craftingresults_alchemy_igniteSword,Ignite Sword,1,potion,ItemTemplate_Alchemy_Buff_IgniteSword
name,item_craftingresults_alchemy_queenshoney,Queen’s Honey,1,potion,ItemTemplate_Alchemy_QueensHoney
name,item_craftingresults_cooking_AppleFritters,Apple Fritters,1,food,ItemTemplate_Cooking_Custom_AppleFritters
name,item_craftingresults_cooking_AppleOatmeal,Apple Oatmeal,1,food,ItemTemplate_Cooking_Custom_AppleOatmeal
name,item_craftingresults_cooking_BeefStew,Beef Stew,1,food,ItemTemplate_Cooking_Custom_BeefStew
name,item_craftingresults_cooking_BeggarsFare,Beggar's Fare,1,food,ItemTemplate_Cooking_Custom_BeggarsFare
name,item_craftingresults_cooking_Brandy,Whisky,1,food,ItemTemplate_Crafting_Alchemy_Brandy
name,item_craftingresults_cooking_Bread,Bread,1,food,ItemTemplate_Cooking_Generic_Bread
name,item_craftingresults_cooking_Broth,Broth,1,food,ItemTemplate_Cooking_Custom_Broth
name,item_craftingresults_cooking_CabbageRolls,Cabbage Rolls,1,food,ItemTemplate_Cooking_Custom_CabbageRolls
name,item_craftingresults_cooking_CheeseBallDoom,Cheese Ball of Doom,1,food,ItemTemplate_Cooking_Custom_CheeseBallDoom
name,item_craftingresults_cooking_CheeseBun,Cheese Bun,1,food,ItemTemplate_Cooking_Custom_CheeseBun
name,item_craftingresults_cooking_CheesePie,Cheese Pie,1,food,ItemTemplate_Cooking_Custom_CheesePie
name,item_craftingresults_cooking_Cider,Cider,1,food,ItemTemplate_Crafting_Alchemy_Cider
name,item_craftingresults_cooking_CookedFruits,Cooked Fruits,1,food,ItemTemplate_Cooking_ZZZ_Generic_CookedFruits
name,item_craftingresults_cooking_CookedMeat,Cooked Meat,1,food,ItemTemplate_Cooking_ZZZ_Generic_CookedMeat
name,item_craftingresults_cooking_CookedSeafood,Cooked Seafood,1,food,ItemTemplate_Cooking_ZZZ_Generic_CookedSeafood
name,item_craftingresults_cooking_CookedVegetable,Cooked Vegetable,1,food,ItemTemplate_Cooking_ZZZ_Generic_CookedVegetable
name,item_craftingresults_cooking_CottagePie,Cottage Pie,1,food,ItemTemplate_Cooking_Custom_CottagePie
name,item_craftingresults_cooking_CoughSyrup,Cough Syrup,1,food,ItemTemplate_Cooking_Custom_CoughSyrup
name,item_craftingresults_cooking_Custard,Custard,1,food,ItemTemplate_Cooking_Custom_Custard
name,item_craftingresults_cooking_DamnGoodFish,Damn Good Fish,1,food,ItemTemplate_Cooking_Custom_DamnGoodFish
name,item_craftingresults_cooking_DeepSeaTangle,Deep-Sea Tangle,1,food,ItemTemplate_Cooking_Custom_SoS_DeepSeaTangle
name,item_craftingresults_cooking_FineWine,Fine Wine,1,food,ItemTemplate_Crafting_Alchemy_Fine_Wine
name,item_craftingresults_cooking_FishSoup,Fish Soup,1,food,ItemTemplate_Cooking_Custom_FishSoup
name,item_craftingresults_cooking_FishStew,Fish Stew,1,food,ItemTemplate_Cooking_Custom_SoS_FishStew
name,item_craftingresults_cooking_FishermansBreath,Fishermans Breath,1,food,ItemTemplate_Cooking_Custom_FishermansBreath
